,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동
793, 서울도봉초등학교인근,도봉구,서울특별시 도봉구 도봉로173길 96 서울도봉초등학교인근,37.67867661,127.0407639,도봉로171길,도봉동
794, 서울북부지방법원,도봉구,서울특별시 도봉구 마들로 749 서울북부지방법원,37.67771912,127.046814,도봉로168길,도봉동
795, 도봉한신아파트 버스정류장,도봉구,서울특별시 도봉구 도봉로 891 파리바게트앞,37.68400955,127.0457916,도봉산1길,도봉동
796, 도봉산역 교차로 앞,도봉구,서울특별시 도봉구 도봉산길 10 도봉산역 교차로 앞,37.68759155,127.0455017,도봉로,도봉동
797, 도봉고등학교 맞은편,도봉구,서울특별시 도봉구 도봉동 282-16,37.6876297,127.0422134,도봉산4길,도봉동
798, 방학역사거리,도봉구,서울특별시 도봉구 도봉로 707 우리은행 앞,37.66759872,127.0429993,도봉로,방학동
799, 방학사거리 (봄마당 앞),도봉구,서울특별시 도봉구 방학로 102 방학사거리 (봄마당 앞),37.66297913,127.0419388,도봉로,방학동
800, 쌍문현대1차아파트 108동 앞,도봉구,서울특별시 도봉구 해등로 218 쌍문현대1차아파트 108동 앞,37.65814972,127.0326691,해등로26길,쌍문동
801," 도봉역 1,2번 출구사이 건너편",도봉구,"서울특별시 도봉구 도봉로170길 2 도봉역 1,2번 출구사이 건너편",37.67911911,127.0449829,도봉로168길,도봉동
802, 버스정류장 앞,도봉구,서울특별시 도봉구 도봉로 528 버스정류장 앞,37.65224075,127.0370636,노해로61길,창동
803, 신창시장,도봉구,서울특별시 도봉구 덕릉로 249 하나은행 (창동점),37.63970184,127.0388336,덕릉로,창동
804, 창동주공17단지 상가앞,도봉구,서울특별시 도봉구 덕릉로 404 창동주공17단지 상가앞,37.6463089,127.052742,덕릉로66길,창동
805, 제일강산수산입구,도봉구,서울특별시 도봉구 도봉로 444 제일강산수산입구,37.64519882,127.0329819,도봉로,창동
806, 북한산 코오롱 하늘채,도봉구,서울특별시 도봉구 우이천로 367 북한산 코오롱 하늘채,37.64889145,127.0230179,우이천로,쌍문동
807,창동19단지아파트 관리사무소앞,도봉구,서울특별시 도봉구 노해로70길 37 주공19단지아파트,37.65039062,127.0521927,노해로70길,창동
808,도봉소방서 옆,도봉구,서울특별시 도봉구 도봉로 678 홈플러스데스코㈜방학점,37.66480255,127.0430298,도봉로149길,방학동
809, 방학남부역 버스정류장,도봉구,서울특별시 도봉구 도봉로 696,37.66659546,127.0433655,도봉로,방학동
810, 방학역 1번출구,도봉구,서울특별시 도봉구 도봉로 724,37.66898346,127.0437622,도당로31길,방학동
811, ESA아파트 상가 앞,도봉구,서울특별시 도봉구 도봉로150길 43 ESA 아파트,37.66627121,127.04599,마들로,방학동
812, 창포원 남쪽 입구,도봉구,서울특별시 도봉구 마들로 916 방문자센터,37.68826675,127.0488968,마들로,도봉동
813, 창원초등학교 교차로,도봉구,서울특별시 도봉구 해등로12길 44 주공2단지아파트,37.6521225,127.0417023,해등로12길,창동
814, 창동 주공 4단지 입구 옆,도봉구,서울특별시 도봉구 덕릉로 357 주공4단지아파트,37.64548111,127.0485764,덕릉로,창동
815, 창동시장입구 사거리,도봉구,서울특별시 도봉구 도봉로 461 우림빌딩,37.64689636,127.033432,도봉로109길,쌍문동
816,서울북부광역등기국,도봉구,서울특별시 도봉구 노해로 327,37.6514473,127.0447083,노해로65길,창동
817,솔밭공원역 1번출구 앞,도봉구,서울특별시 도봉구 삼양로 590,37.65568542,127.013382,삼양로155길,쌍문동
818,솔밭공원역 1번출구 주변,도봉구,서울특별시 도봉구 삼양로 610 산수디앤씨,37.65727997,127.0137558,삼양로,쌍문동
819,서울북부지방법원 앞,도봉구,서울특별시 도봉구 마들로 749 서울북부지방법원,37.67721939,127.0486374,마들로,도봉동
820,방학중학교 앞,도봉구,서울특별시 도봉구 시루봉로 188 방학중학교,37.66562271,127.0310898,시루봉로12길,방학동
821,북한산 한신휴플러스APT앞,도봉구,서울특별시 도봉구 도봉로136가길 73 북한산한신휴플러스아파트,37.65533829,127.0424194,해등로16길,창동
822,쌍문역 1번출구 주변,도봉구,서울특별시 도봉구 도봉로 496,37.64966965,127.035614,도봉로118길,창동
823,방학초등학교 앞,도봉구,서울특별시 도봉구 방학동 726-127,37.66250992,127.0332794,방학로,방학동
824,신동아타워 버스정류소,도봉구,서울특별시 도봉구 방학로 217-1,37.66205215,127.0287552,방학로,방학동
825,도봉한신아파트 주변,도봉구,서울특별시 도봉구 도봉동 646-1,37.68473816,127.0500412,도봉로180나길,도봉동
826,성원APT버스정류소,도봉구,서울특별시 도봉구 해등로 242-18 현대아파트,37.65796661,127.0300903,해등로,쌍문동
827,시립도봉노인복지관 버스정류소,도봉구,서울특별시 도봉구 쌍문동 45-13,37.65805054,127.035759,도봉로133길,쌍문동
828,정의여중고 버스정류소,도봉구,서울특별시 도봉구 쌍문동 83-2,37.65134811,127.034729,노해로,쌍문동
829,신원리베르텔 앞,도봉구,서울특별시 도봉구 창동 339,37.65128708,127.0455475,노해로,창동
830, 창동한신아파트 버스정류소,도봉구,서울특별시 도봉구 도봉로110길 25 맞은편,37.64601898,127.0352707,도봉로110길,창동
831, 다락원체육공원 전망대 입구,도봉구,서울특별시 도봉구 도봉구 도봉동 1-22,37.69101334,127.0491638,창포원로,도봉동
832, 평화도봉공원 주변,도봉구,서울특별시 도봉구 방학동 710,37.66252136,127.0427094,도봉로,방학동
833, 신창아파트 입구 앞,도봉구,서울특별시 도봉구 도봉구 덕릉로62길 14,37.64051056,127.0408249,덕릉로60길,창동
834, 창동역 1번출구 앞,도봉구,서울특별시 도봉구 도봉구 창동 1-12,37.65373611,127.0492935,마들로11가길,창동
835,방아골종합사회복지관,도봉구,서울특별시 도봉구 방학동 606-5,37.66927338,127.0324326,시루봉로17길,방학동
836, 도봉구육아종합지원센터(창동),도봉구,서울특별시 도봉구 도봉구 우이천로4길 24-5,37.63342667,127.0411606,우이천로4길,창동
837, 도봉통합복지센터 뒤 중랑천 변,도봉구,서울특별시 도봉구 창동,37.65999603,127.0512772,마들로18길,창동
838, 도봉제1교,도봉구,서울특별시 도봉구 도봉동 86-1,37.67984772,127.0503845,동일로243길,도봉동
839, 원당공원 앞,도봉구,서울특별시 도봉구 도봉구 쌍문동 250-6,37.65854645,127.0276794,시루봉로,쌍문동
840, 창동주공19단지앞,도봉구,서울특별시 도봉구 도봉시 노해로 70길 19 1905동 앞 ( 도봉경찰서 건너편) 버스정류장 쯤에 희망합니다 (분명 설치예정팻말이 붙어있었는데 아직도 시행안됨),37.65250778,127.0522766,노해로69길,창동
841,도봉아이나라도서관 앞,도봉구,서울특별시 도봉구 창동 808-3,37.65898895,127.049736,마들로14길,창동
842, 도봉동실내스포츠센터,도봉구,서울특별시 도봉구 도봉구 마들로 805 (도봉동실내스포츠센터 앞),37.68125534,127.0504761,도봉로180길,도봉동
843, 도봉로 534,도봉구,서울특별시 도봉구 도봉로 534,37.6529541,127.0375443,노해로61길,창동
844, 우이교 교차로,도봉구,서울특별시 도봉구 도봉로 420,37.6432457,127.031601,우이천로,창동
845, 김근태도서관,도봉구,서울특별시 도봉구 도봉동 282-275,37.68750763,127.0426331,도봉산4길,도봉동
846, 동부센트레빌 앞,도봉구,서울특별시 도봉구 방학로 131-1 구두수선대,37.66299057,127.0386429,방학로,방학동
847,녹천교 앞 사거리,도봉구,창동36(녹천교앞사거리 17단지쪽),37.64564514,127.054596,덕릉로66길,창동
848,방학역2번출구,도봉구,방학동719-2,37.66922379,127.0444183,도봉로152길,방학동
849,도봉경찰서 교차로,도봉구,창동36,37.65265656,127.053093,노해로,창동
850,창동동아청솔정문 건너편,도봉구,창동 1-24,37.65703964,127.0499115,노해로69길,창동
851, 석계역 문화광장 내 자전거 보관소,노원구,서울특별시 노원구 화랑로 331,37.61495972,127.0646973,화랑로,월계동
852, 광운대역 앞,노원구,서울특별시 노원구 석계로 98-2 노원구 월계동 412-1,37.62266159,127.0618973,석계로15길,월계동
853, 헬스케어,노원구,서울특별시 노원구 월계로 378 노원구 월계동 321-4,37.63162231,127.061615,월계로55길,월계동
854, 태릉입구역 3번출구,노원구,서울특별시 노원구 동일로 지하 992-1 노원구 공릉동 616-4,37.61917114,127.0749283,동일로174길,공릉동
855, 공릉역 1번 출구 앞,노원구,서울특별시 노원구 동일로 지하 1074 노원구 공릉동 385-4,37.62661362,127.0727539,동일로192가길,공릉동
856, 화랑대역 2번출구 앞,노원구,서울특별시 노원구 화랑로 지하 510 노원구 공릉동 280-12,37.62036896,127.0836411,노원로1길,공릉동
857, 과기대 입구(우),노원구,서울특별시 노원구 공릉로 232 노원구 공릉동 436-4,37.62994003,127.0765533,공릉로51길,공릉동
858, 하계2동 공항버스정류장 옆,노원구,서울특별시 노원구 동일로 지하 1196 노원구 하계동 273-5,37.63510895,127.0683289,공릉로59나길,하계동
859, 하계동 중평어린이공원 앞,노원구,서울특별시 노원구 섬밭로 241 하계동 271-1,37.63714981,127.0632706,동일로203길,하계동
860, 중계동 하나프라자빌딩 앞(중1-1),노원구,서울특별시 노원구 한글비석로 235 노원구 중계동 391,37.64902115,127.0764084,중계로19길,중계동
861, 중계동 노원구민체육센터 옆(중1-2),노원구,서울특별시 노원구 노원로22길 1 노원구 중계1동 360-18,37.64820862,127.070221,덕릉로71길,중계동
862, 상계역(4번출구),노원구,서울특별시 노원구 상계로 182 노원구 상계동 173-19,37.65999985,127.0729675,한글비석로20길,상계동
863, 수락산역 4번출구,노원구,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1263,37.67694092,127.0550995,동일로,상계동
864, 노일초등학교 앞,노원구,서울특별시 노원구 동일로 1652 노원구 상계동 1118-9,37.67361832,127.0552521,동일로,상계동
865, 수연빌딩 앞,노원구,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1132-9,37.67625046,127.0555039,동일로242가길,상계동
866, 당고개공원 대여소,노원구,서울특별시 노원구 상계동 1355-2,37.66846085,127.0771484,덕릉로109다길,상계동
867, 상계3.4동 주민센터 대여소,노원구,서울특별시 노원구 덕릉로131길 8 노원구 상계동 37-7,37.67271042,127.0831604,덕릉로131길,상계동
868, 상계주공2단지 버스정류장 옆,노원구,서울특별시 노원구 동일로 1351 노원구 상계동 747,37.64921188,127.0617676,동일로213길,상계동
869, KT 전화국 버스정류장 옆,노원구,서울특별시 노원구 노해로 489 노원구 상계동 719-1,37.65470123,127.0634003,노해로81길,상계동
870, 희성오피앙,노원구,서울특별시 노원구 동일로 1701 노원구 상계동 1263,37.68031311,127.055069,동일로245가길,상계동
871, 한내근린공원 북측,노원구,서울특별시 노원구 마들로 86 한내근린공원 북측,37.62386322,127.0684891,섬밭로,월계동
872, 한내근린공원 남측,노원구,서울특별시 노원구 마들로 86 한내근린공원 남측,37.62155533,127.0695114,섬밭로,월계동
873, 서울여대 남문,노원구,서울특별시 노원구 화랑로 621 서울여자대학교 서울여대 후문,37.62531662,127.0881348,화랑로,공릉동
874, 태릉입구역 8번출구,노원구,서울특별시 노원구 공릉동 687-6 태릉입구역 8번출구,37.61736679,127.0752106,화랑로,공릉동
875, 삼육대 입구,노원구,서울특별시 노원구 공릉동 26-43 삼육대 입구,37.63848877,127.1079025,화랑로60길,공릉동
876, 중계근린공원내,노원구,서울특별시 노원구 중계동 506-3 중계근린공원내,37.63957977,127.0651016,동일로203가길,중계동
877, 상계동 우방유쉘아파트 앞,노원구,서울특별시 노원구 상계동 1118-9 맥도날드 상계점 앞,37.67237473,127.0559921,동일로232길,상계동
878, 파르코 앞,노원구,서울특별시 노원구 상계동 1263 파르코 앞,37.68000031,127.0555801,동일로248길,상계동
879, 노원역1번출구,노원구,서울특별시 노원구 상계동 335-4 노원역1번출구,37.65620041,127.0636215,노해로81길,상계동
880, 당고개입구 오거리,노원구,서울특별시 노원구 상계동 172-2 보훈회관 대여소,37.66379166,127.0754471,덕릉로95길,상계동
881, 공릉1단지아파트,노원구,서울특별시 동일로 1127 공릉1단지아파트,37.63111115,127.0701599,동일로198가길,공릉동
882, 중앙하이츠 아파트 입구,노원구,서울특별시 노원구 노원로 434 상계2차중앙하이츠아파트,37.65501785,127.0675049,노원로32길,상계동
883, 노원구청,노원구,서울특별시 노원구 노해로 437 노원구청,37.65404892,127.0573273,노해로75길,상계동
884, 중계동 을지중학교,노원구,서울특별시 노원구 중계동 370 중계동 을지중학교,37.65032959,127.0716019,덕릉로71길,중계동
885, 서울시립과학관,노원구,서울특별시 노원구 하계동 266 서울시립과학관,37.64207077,127.076622,한글비석로,하계동
886, 당현천근린공원,노원구,서울특별시 노원구 동일로 1342 당현천근린공원,37.64963913,127.0656052,동일로214길,상계동
887, 노원역7번출구,노원구,서울특별시 노원구 노해로 459 메가빌딩,37.65421677,127.0592117,노해로77길,상계동
